"Player Code","Nickname","Username","Language","Big blind","Number of seats at table","Game type","Bet type","Game code name","Session start date & time","Session end date & time","Session duration (in mins)","Table ID","Table name","Poker Game Session Code","Session serial","Session ip","Gamelist code/ID","Hands played","Hands Won","Total bets","Total wins","Total profit/loss","Rake generated","# of raked hands","Award iPoints","Status iPoints","Turn time","Chips min","Chips max","Original currency","Anonymous Table","Client platform","Currency"
"39722562","fishtree647","JAKEMORIARTY00","English","0.2","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 23:06:56","2026-03-14 23:08:29","1.55","1011610038","Premium Table 17b","8592731873","16fe050874a917fdef8b79456b6be8ee","86.45.159.232","184631","1","0","0.2","0","-0.2","0.01","1","0","0.1","20","6","20","EUR","No","Platform WEB - Standalone Mobile","EUR"
"33350392","TIGERSHERIFF","THE_SHERIFF","English","6","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 13:01:50","2026-03-14 13:01:54","0.07","947634576","Durrington","8592267278","pr0vek18721","46.183.184.167","165611","0","0","0","0","0","0","0","0","0","20","240","600","EUR","No","Platform QT - windows desktop","EUR"
"32331343","Shadursky","Shadursky","English","1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 19:46:00","2026-03-14 19:46:02","0.03","888540866","Beligneux","8592543559","j5blbk17536","95.104.176.37","169291","0","0","0","0","0","0","0","0","0","20","40","100","EUR","No","Platform QT - windows desktop","EUR"
"32083969","conway10","conway","English","1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 11:28:16","2026-03-14 11:29:15","0.98","888540866","Beligneux","8592230925","7p49ij10316","194.4.51.180","169291","4","0","2","0","-2","0","0","0","0","20","40","100","EUR","No","Platform QT - windows desktop","EUR"
"39388312","jackball86","HOYDZ11","English","0.5","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 02:40:11","2026-03-14 02:45:18","5.12","1117499073","Premium Table 18y","8592094805","add6436e5b6f43d8b0ad0ee3a1e200d7","206.45.163.96","184611","10","3","15.57","7.35","-8.22","0.56","8","0","5.55","20","15","50","EUR","No","Platform WEB - Standalone Mobile","EUR"
"39610789","Inventivefree77","111728991","Swedish","2","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 21:23:31","2026-03-14 23:06:20","102.82","1055507138","Umeå 18","8592639664","663A59A4-D383-481E-8C9D-592F953E5ADF","80.216.96.216","187421","130","41","1917.75","2181.33","263.58","58.65","86","0","1759.52","20","80","400","SEK","No","Platform Mobile Native - iOS Smartphone (iPhone)","SEK"
"33983771","Ark143","Arlekin143","Russian","0.2","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 14:08:42","2026-03-14 14:09:14","0.53","1087122812","Arvika","8592301994","dscepk14688","176.213.208.30","169211","0","0","0","0","0","0","0","0","0","20","8","20","EUR","No","Platform QT - windows desktop","EUR"
"32260242","Mydjaxet1","Mydjaxet","Russian","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 17:00:15","2026-03-14 17:04:22","4.12","888539494","Alcalali","8592400302","2lindk19439","213.108.207.93","169251","6","0","0.75","0","-0.75","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"30897976","REDSMERSHWIN","REDSMERSHWIN","Russian","0.04","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 10:51:19","2026-03-14 10:59:14","7.92","817034117","Airole","8592217840","u1v8fk12199","154.222.5.65","169131","11","3","1.35","1.53","0.18","0.02","3","0.2","0.2","15","1.6","4","EUR","No","Platform QT - windows desktop","EUR"
"39297992","Centurion10","Centurion10","Czech","0.04","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 14:49:58","2026-03-14 15:26:33","36.58","817769135","Fontanka","8592321459","a0c90da6-97c9-4e33-a6ba-9f2cc7e51f1d","46.23.60.116","169131","52","17","14.8","16.91","2.11","0.53","17","64.06","12.83","15","1.6","4","EUR","No","Platform Mobile Native - Android Smartphone","EUR"
"37592483","rookies","XIAOLINGCHEN1982","Simplified Chinese","0.04","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 02:18:00","2026-03-14 02:22:27","4.45","923295228","Premium Table 19a","8592087282","A43948C7-5D20-4F73-8A98-239AED63C3C8","81.86.22.11","174821","9","1","0.55","0.65","0.1","0.03","3","0","0.31","20","1","5","EUR","No","Platform Mobile Native - iOS Smartphone (iPhone)","EUR"
"36870851","PGliny15","500910714","English","0.2","6","Holdem","No limit","PS_POK_HE_CASH","2026-03-14 11:43:04","2026-03-14 12:04:37","21.55","1139836685","UK&Ire 6-max 0.10/0.20 X","8592236743","c6b75c48-2213-434b-a528-4ea6a4ef995e","31.94.18.124","193511","38","6","31.5","52.02","20.52","1.25","22","14.95","14.95","20","6","20","GBP","No","Platform Mobile Native - Android Smartphone","GBP"
"29631727","Nipodefr","Storis","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 14:53:21","2026-03-14 14:53:28","0.12","888629909","Brezolupy","8592323100","2vd4rg10610","185.147.198.22","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"39273811","professor4","professor","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 02:13:32","2026-03-14 02:23:44","10.2","888544572","Boiro","8592085652","0fb8vj14760","190.48.203.57","169251","11","2","17","26.04","9.04","0.69","5","20.84","6.95","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"39016608","fishglobe575","1875105043","Greek","0.1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 02:17:47","2026-03-14 02:25:09","7.37","893509953","Zerrenthin","8592087206","01877501c8ed8e9378e7b95342138fc6","104.28.154.229","169171","8","1","6.79","3.46","-3.33","0.38","3","5.7","3.81","20","4","10","EUR","No","Platform WEB - mobile","EUR"
"32331343","Shadursky","Shadursky","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 00:47:57","2026-03-14 00:48:10","0.22","890659602","Dovre","8592050151","j5blbk17536","95.104.176.37","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"35424430","Agaran16","Agaran16","Ukrainian","0.02","2","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 04:06:23","2026-03-14 05:19:18","72.92","817746541","Axams","8592116219","23858b7e-e0e5-4240-8360-365f64ac1c1a","89.209.97.6","168261","0","0","0","0","0","0","0","0","0","20","0.8","2","EUR","No","Platform Mobile Native - Android Smartphone","EUR"
"39289950","RESPECTBUL831","G4CSXLOKVHTTPZ","Bulgarian","0.1","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 13:37:12","2026-03-14 13:37:14","0.03","1119727829","Premium Table 16 III","8592286352","6g464j19992","62.73.123.7","174831","0","0","0","0","0","0","0","0","0","20","3","10","EUR","No","Platform QT - windows desktop","EUR"
"32083969","conway10","conway","English","1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 15:38:28","2026-03-14 16:12:07","33.65","888589468","Cuckfield","8592347747","7p49ij10316","194.4.51.180","169291","44","5","77.28","42.46","-34.82","2.99","16","89.75","29.91","20","40","100","EUR","No","Platform QT - windows desktop","EUR"
"28759619","Kajaki","DChoser80","English","0.02","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 20:03:48","2026-03-14 20:08:53","5.08","818084788","Omis","8592560015","h8mvmk19852","194.247.182.200","169541","8","3","1.03","1.27","0.24","0","1","0.03","0.03","15","0.8","2","EUR","No","Platform QT - windows desktop","EUR"
"39064511","YouJin","StartPro","English","0.1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 03:07:47","2026-03-14 03:08:31","0.73","893508570","Filignano","8592103118","2qebik12209","5.206.6.25","169171","1","0","0","0","0","0","0","0","0","20","4","10","EUR","No","Platform QT - windows desktop","EUR"
"35376634","Koyaanisqatsi1","Koyaanisqatsi","Czech","0.2","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 08:30:58","2026-03-14 10:10:28","99.5","1146627551","Fortuna .1/.2 IX","8592175719","17ug1k12068","81.19.2.136","169211","181","40","82.28","70.3","-11.98","2.26","55","1083.54","54.2","20","8","20","EUR","No","Platform QT - windows desktop","EUR"
"36358610","wardenmask51","ADIDASCATA2","Romanian","0.5","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 12:29:23","2026-03-14 12:34:17","4.9","1011610466","Premium Table 18c","8592253721","ad70e9b5edc223e6ff3cf593494771bb","62.238.240.53","184611","22","4","19.5","4.5","-15","0.58","3","0","5.75","20","15","50","EUR","No","Platform WEB - Standalone Mobile","EUR"
"29503678","smerdibuba","shiskagorit","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 22:12:42","2026-03-14 22:12:46","0.07","888539341","Akmene","8592687718","neerhk12935","185.247.142.252","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"39295096","GameOver","GTZWGECFXB0RGH","English","1","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 03:17:38","2026-03-14 03:17:39","0.02","1011613240","Premium Table 12d","8592105566","jga8rk15663","87.97.243.15","184621","0","0","0","0","0","0","0","0","0","20","30","100","EUR","No","Platform QT - windows desktop","EUR"
"36527007","JoeMal","GJORMAL","English","1","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 10:24:18","2026-03-14 10:28:55","4.62","1011609971","Premium Table 12","8592209122","9vsdqk19904","85.224.73.194","184621","7","0","1.5","0","-1.5","0","0","0","0","20","30","100","EUR","No","Platform QT - windows desktop","EUR"
"36375471","AFS95","Frredy95","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 22:02:53","2026-03-14 22:02:59","0.1","888705029","Coles","8592679444","39skek15047","202.5.109.72","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"30417665","rakamakaf0","nemeshay","English","0.25","6","Holdem","No limit","PS_POK_HE_CASH","2026-03-14 18:50:39","2026-03-14 18:51:10","0.52","1146172264","Asopia","8592494681","rq6nok17674","85.94.26.195","194601","0","0","0","0","0","0","0","0","0","20","10","25","EUR","No","Platform QT - windows desktop","EUR"
"28761833","LionTwo","LionTwo","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 12:23:03","2026-03-14 12:23:22","0.32","888629909","Brezolupy","8592251106","ol15ok16364","66.234.150.50","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"33381805","Tremere","Brujah","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 18:58:21","2026-03-14 18:58:27","0.1","893508278","Druzbice","8592500765","cd2brk11097","203.188.168.1","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"5049819","Welshwizard6","BAZZER66","English","0.04","6","Omaha","Pot limit","PS_POK_OH_CASH","2026-03-14 21:02:50","2026-03-14 21:15:19","12.48","817747617","Andenne","8592616809","2gtr5i14950","86.13.186.106","167311","10","5","3.13","3.15","0.02","0.11","6","0","1.12","20","1.6","4","EUR","No","Platform QT - windows desktop","EUR"
"32359502","Sesame99","Sesame9","English","6","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 13:08:18","2026-03-14 13:08:21","0.05","1082483276","Geiselwind","8592271760","s734ik15349","92.243.65.94","165611","0","0","0","0","0","0","0","0","0","20","240","600","EUR","No","Platform QT - windows desktop","EUR"
"35641970","BluffingPanda","Panda-Reckless","English","0.2","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 15:34:33","2026-03-14 15:36:19","1.77","1087125642","Flen","8592323764","u5b19k19403","190.139.42.222","169211","3","1","0.3","0.3","0","0","0","0","0","20","8","20","EUR","No","Platform QT - windows desktop","EUR"
"38285697","Birikiouts","109409839","Swedish","0.5","6","Omaha","Pot limit","PS_POK_OH_CASH","2026-03-14 22:33:21","2026-03-14 22:48:24","15.05","1055502066","Visby 10","8592705844","36730ad54ea7bd068a1127ae3d3462a4","130.195.218.6","187551","18","2","139.2","257.86","118.66","4.39","10","0","131.82","20","20","100","SEK","No","Platform WEB - mobile","SEK"
"36801871","Oraclenet","treestana","English","1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 14:05:03","2026-03-14 14:05:05","0.03","888547180","Bruhl","8592299984","m051ok13038","146.19.233.235","169291","0","0","0","0","0","0","0","0","0","20","40","100","EUR","No","Platform QT - windows desktop","EUR"
"38452189","chae4ek","chaechek","Russian","0.1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 00:19:51","2026-03-14 00:19:57","0.1","893508802","Ivorra","8592033304","qomcbk14370","157.22.240.58","169171","0","0","0","0","0","0","0","0","0","20","4","10","EUR","No","Platform QT - windows desktop","EUR"
"35527558","whalecoin58","AWAKENED8888","English","0.2","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 00:41:17","2026-03-14 01:48:10","66.88","1011610001","Premium Table 17a","8592046641","575d0781962be2afb10c11d2d83c08fb","212.105.135.125","184631","92","18","67.65","63.77","-3.88","3.32","44","0","33.17","20","6","20","EUR","No","Platform WEB - Standalone Desktop","EUR"
"30593657","Tydeligvis","A1l3aXDc","English","0.2","6","5 Card Omaha","Pot limit","PS_POK_OH5_CASH","2026-03-14 13:25:28","2026-03-14 13:26:09","0.68","1106340874","Mora","8592280661","8403c6af-e6b3-4a58-8b2f-b14861025114","77.18.46.120","186021","0","0","0","0","0","0","0","0","0","20","8","20","EUR","No","Platform Mobile Native - Android Smartphone","EUR"
"31722611","HugoCastillo","Santila666","Russian","0.04","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 17:09:57","2026-03-14 17:16:21","6.4","817747448","Bernartice","8592407805","frfkpi14571","37.195.220.60","169131","9","0","0.14","0","-0.14","0.01","2","0.05","0.05","15","1.6","4","EUR","No","Platform QT - windows desktop","EUR"
"31122788","badgertight556","STORMUS140","Danish","0.04","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 23:02:41","2026-03-14 23:02:43","0.03","923295230","Premium Table 19c","8592728804","38d99bfca6f55388e886d2f7eb7d074e","87.72.111.203","174821","0","0","0","0","0","0","0","0","0","20","1","5","EUR","No","Platform WEB - desktop","EUR"
"32167553","MagnusStor","110331253","Swedish","0.2","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 07:54:05","2026-03-14 07:59:24","5.32","1055502020","Kalmar 11","8592165909","8A4EE034-AE03-4A29-98BB-5D6281CE2E82","217.209.133.234","187401","7","2","30.23","11.04","-19.19","1.19","6","0","35.74","20","8","40","SEK","No","Platform Mobile Native - iOS Smartphone (iPhone)","SEK"
"30706016","bredOK88","bredOK88","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 17:34:38","2026-03-14 17:35:09","0.52","890659602","Dovre","8592428102","ojtq6k16642","37.112.148.52","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"35984888","RSup","samov92","English","1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 00:04:46","2026-03-14 00:04:48","0.03","893508280","Jarmen","8592022297","aldjtj14559","146.70.103.73","169291","0","0","0","0","0","0","0","0","0","20","40","100","EUR","No","Platform QT - windows desktop","EUR"
"32168684","Ironfrog3309","115200114","Swedish","5","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 14:46:56","2026-03-14 14:47:31","0.58","1055501929","Uddevalla 11","8592319979","fj9qkk12573","85.194.44.1","187511","1","1","20","31.5","11.5","0.5","1","0","15","20","200","1000","SEK","No","Platform QT - windows desktop","SEK"
"28761935","PR0vidence","starkiller","English","0.1","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 08:57:33","2026-03-14 08:57:36","0.05","888555176","Catrine","8592182587","g600mk10360","88.135.203.210","169171","0","0","0","0","0","0","0","0","0","20","4","10","EUR","No","Platform QT - windows desktop","EUR"
"31340042","GloryHoleCards","79036164","English","2","6","Holdem","No limit","PS_POK_HE_CASH","2026-03-14 17:29:25","2026-03-14 17:30:20","0.92","1137235297","UK&Ire Spin Up 1/2 III","8592423608","052C5EDA-626E-4B18-9FBF-F8207EF77610","109.151.128.96","193451","3","3","17","23","6","0","0","0","0","20","6","20","GBP","No","Platform Mobile Native - iOS Smartphone (iPhone)","GBP"
"36670312","Lillehammer","Alex37","English","2","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 19:39:30","2026-03-14 20:07:08","27.63","889549088","Bray-Dunes","8592537527","8pm08k16611","94.131.9.99","169331","36","4","96.85","95.2","-1.65","3.67","7","110.07","36.69","20","80","200","EUR","No","Platform QT - windows desktop","EUR"
"27363485","Radiant28","RADIANT28","English","0.5","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 19:41:38","2026-03-14 20:04:54","23.27","1011616213","Premium Table 18g","8592539680","2caa5762-a2e5-477b-9564-b2851b665a6b","196.136.130.104","184611","45","11","64.85","81.18","16.33","1.19","7","0","11.89","20","15","50","EUR","No","Platform Mobile Native - Android Smartphone","EUR"
"39309473","TheFishingHook","G94GOVQN51L0ZD","English","1","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 10:16:23","2026-03-14 10:29:34","13.18","1011611196","Premium Table 12c","8592206241","aebe97dd-29fa-4108-a560-1b4099daedad","92.247.202.246","184621","0","0","0","0","0","0","0","0","0","20","30","100","EUR","No","Platform QT - windows desktop","EUR"
"30450959","sarton312","sarton312","Russian","0.04","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 23:33:37","2026-03-14 23:33:59","0.37","817751094","Dobritz","8592750104","bivumk19627","77.35.88.24","169131","0","0","0","0","0","0","0","0","0","15","1.6","4","EUR","No","Platform QT - windows desktop","EUR"
"33934626","MOKKKKA","pikku22","English","4","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 10:01:13","2026-03-14 10:01:14","0.02","894336630","Eggstatt","8592201191","nmj6rk14747","79.127.144.129","169371","0","0","0","0","0","0","0","0","0","20","160","400","EUR","No","Platform QT - windows desktop","EUR"
"32166590","Simkillen","115433074","Swedish","5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 14:06:19","2026-03-14 14:07:03","0.73","1055509704","Linköping 12","8592300672","e6fdf281-f49e-40cc-bf5b-a33b253e68c8","90.130.61.146","187431","4","2","17.5","25","7.5","0","0","0","0","20","200","1000","SEK","No","Platform Mobile Native - Android Smartphone","SEK"
"28761833","LionTwo","LionTwo","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 11:44:17","2026-03-14 11:44:45","0.47","888632146","Camelford","8592237112","ol15ok16364","66.234.150.50","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
"39725423","sunbadge31","MOUASJBA","French","0.2","5","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 16:09:48","2026-03-14 16:09:50","0.03","1011612576","Premium Table 17e","8592366267","98c09dbccaab3d231bc03d5c24c22688","70.83.133.60","184631","0","0","0","0","0","0","0","0","0","20","6","20","EUR","No","Platform WEB - Standalone Mobile","EUR"
"38986668","513368338","513368338","English","3","6","Holdem","No limit","PS_POK_HE_CASH","2026-03-14 21:15:52","2026-03-14 21:21:35","5.72","1156123335","UK&Ire 6-max 1.50/3.00 VII","8592631052","7bee64cd9ce29fe354a0bca268a40c45","5.64.183.119","193561","9","3","222.73","122.73","-100","3.69","5","66.37","44.25","20","90","300","GBP","No","Platform WEB - mobile","GBP"
"28781478","Strugan85","K2ZKlinA","Swedish","0.5","6","5 Card Omaha","Pot limit","PS_POK_OH5_CASH","2026-03-14 17:30:03","2026-03-14 17:53:34","23.52","1042187660","Clanton","8592424128","b8b24c969d0265f8a8accfe7c13711d7","83.233.138.238","186031","25","8","148.97","118.47","-30.5","5.28","22","0","52.8","20","20","50","EUR","No","Platform WEB - mobile","EUR"
"36848605","suatelatononti","507447397","English","0.04","6","Holdem","No limit","PS_POK_HE_CASH","2026-03-14 12:01:54","2026-03-14 12:02:04","0.17","1137216685","UK&Ire 6-max 0.02/0.04 II","8592243048","E8324C0A-0642-4328-9D9C-1D5D32942818","90.193.193.142","193501","0","0","0","0","0","0","0","0","0","20","1.2","4","GBP","No","Platform Mobile Native - iOS iPad","GBP"
"30706016","bredOK88","bredOK88","English","0.5","6","Holdem","No limit","PS_POK_HE_CASH_RA","2026-03-14 17:45:31","2026-03-14 17:46:02","0.52","893508319","Farkaslyuk","8592437423","ojtq6k16642","37.112.148.52","169251","0","0","0","0","0","0","0","0","0","20","20","50","EUR","No","Platform QT - windows desktop","EUR"
